"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,5722.610037,-5043.743012,29.408930
1.000,5724.608911,-5041.433786,35.669052
2.000,5726.603016,-5039.120354,41.929142
3.000,5728.592349,-5036.802716,48.189194
4.000,5730.576909,-5034.480874,54.449202
5.000,5732.556695,-5032.154829,60.709162
6.000,5734.531707,-5029.824583,66.969068
7.000,5736.501943,-5027.490137,73.228913
8.000,5738.467401,-5025.151493,79.488692
9.000,5740.428081,-5022.808651,85.748400
10.000,5742.383982,-5020.461614,92.008031
11.000,5744.335102,-5018.110383,98.267579
12.000,5746.281440,-5015.754958,104.527040
13.000,5748.222996,-5013.395342,110.786406
14.000,5750.159767,-5011.031536,117.045673
15.000,5752.091753,-5008.663541,123.304834
16.000,5754.018954,-5006.291359,129.563885
17.000,5755.941366,-5003.914991,135.822820
18.000,5757.858991,-5001.534439,142.081633
19.000,5759.771826,-4999.149703,148.340318
20.000,5761.679870,-4996.760786,154.598869
21.000,5763.583123,-4994.367689,160.857282
22.000,5765.481583,-4991.970412,167.115551
23.000,5767.375249,-4989.568959,173.373669
24.000,5769.264121,-4987.163329,179.631632
25.000,5771.148196,-4984.753526,185.889434
26.000,5773.027474,-4982.339549,192.147068
27.000,5774.901954,-4979.921400,198.404530
28.000,5776.771635,-4977.499082,204.661814
29.000,5778.636516,-4975.072595,210.918914
30.000,5780.496595,-4972.641940,217.175825
31.000,5782.351872,-4970.207120,223.432540
32.000,5784.202346,-4967.768136,229.689055
33.000,5786.048015,-4965.324989,235.945364
34.000,5787.888879,-4962.877680,242.201461
35.000,5789.724936,-4960.426212,248.457340
36.000,5791.556186,-4957.970586,254.712996
37.000,5793.382627,-4955.510802,260.968424
38.000,5795.204259,-4953.046863,267.223617
39.000,5797.021080,-4950.578771,273.478570
40.000,5798.833089,-4948.106525,279.733277
41.000,5800.640286,-4945.630129,285.987734
42.000,5802.442669,-4943.149584,292.241933
43.000,5804.240238,-4940.664891,298.495870
44.000,5806.032991,-4938.176051,304.749539
45.000,5807.820928,-4935.683067,311.002935
46.000,5809.604047,-4933.185939,317.256051
47.000,5811.382347,-4930.684669,323.508882
48.000,5813.155828,-4928.179260,329.761423
49.000,5814.924488,-4925.669711,336.013667
50.000,5816.688327,-4923.156025,342.265610
51.000,5818.447344,-4920.638203,348.517245
52.000,5820.201537,-4918.116248,354.768568
53.000,5821.950905,-4915.590159,361.019572
54.000,5823.695449,-4913.059940,367.270251
55.000,5825.435166,-4910.525591,373.520601
56.000,5827.170056,-4907.987114,379.770616
57.000,5828.900117,-4905.444511,386.020289
58.000,5830.625350,-4902.897783,392.269616
59.000,5832.345752,-4900.346931,398.518590
60.000,5834.061324,-4897.791958,404.767207
61.000,5835.772064,-4895.232865,411.015460
62.000,5837.477971,-4892.669653,417.263344
63.000,5839.179044,-4890.102324,423.510854
64.000,5840.875282,-4887.530880,429.757983
65.000,5842.566685,-4884.955322,436.004726
66.000,5844.253252,-4882.375652,442.251077
67.000,5845.934981,-4879.791871,448.497032
68.000,5847.611872,-4877.203981,454.742583
69.000,5849.283923,-4874.611983,460.987726
70.000,5850.951135,-4872.015880,467.232456
71.000,5852.613506,-4869.415673,473.476766
72.000,5854.271035,-4866.811362,479.720650
73.000,5855.923721,-4864.202951,485.964104
74.000,5857.571564,-4861.590441,492.207121
75.000,5859.214562,-4858.973832,498.449696
76.000,5860.852715,-4856.353128,504.691824
77.000,5862.486022,-4853.728329,510.933499
78.000,5864.114482,-4851.099437,517.174714
79.000,5865.738094,-4848.466454,523.415466
80.000,5867.356857,-4845.829381,529.655747
81.000,5868.970771,-4843.188220,535.895552
82.000,5870.579835,-4840.542973,542.134877
83.000,5872.184047,-4837.893641,548.373714
84.000,5873.783407,-4835.240226,554.612059
85.000,5875.377914,-4832.582730,560.849906
86.000,5876.967568,-4829.921154,567.087250
87.000,5878.552366,-4827.255500,573.324084
88.000,5880.132310,-4824.585769,579.560403
89.000,5881.707398,-4821.911964,585.796202
90.000,5883.277628,-4819.234086,592.031475
91.000,5884.843001,-4816.552136,598.266216
92.000,5886.403515,-4813.866117,604.500420
93.000,5887.959170,-4811.176030,610.734081
94.000,5889.509964,-4808.481876,616.967193
95.000,5891.055898,-4805.783658,623.199752
96.000,5892.596970,-4803.081376,629.431751
97.000,5894.133180,-4800.375034,635.663184
98.000,5895.664526,-4797.664632,641.894047
99.000,5897.191008,-4794.950172,648.124333
100.000,5898.712625,-4792.231656,654.354038
101.000,5900.229377,-4789.509086,660.583155
102.000,5901.741263,-4786.782463,666.811678
103.000,5903.248281,-4784.051789,673.039603
104.000,5904.750432,-4781.317065,679.266923
105.000,5906.247714,-4778.578294,685.493633
106.000,5907.740126,-4775.835478,691.719728
107.000,5909.227669,-4773.088617,697.945202
108.000,5910.710341,-4770.337714,704.170049
109.000,5912.188141,-4767.582770,710.394263
110.000,5913.661069,-4764.823788,716.617840
111.000,5915.129124,-4762.060768,722.840773
112.000,5916.592305,-4759.293713,729.063057
113.000,5918.050612,-4756.522624,735.284686
114.000,5919.504044,-4753.747504,741.505655
115.000,5920.952600,-4750.968353,747.725958
116.000,5922.396279,-4748.185174,753.945589
117.000,5923.835081,-4745.397969,760.164544
118.000,5925.269006,-4742.606739,766.382815
119.000,5926.698052,-4739.811486,772.600399
120.000,5928.122218,-4737.012211,778.817289
121.000,5929.541504,-4734.208917,785.033479
122.000,5930.955910,-4731.401606,791.248965
123.000,5932.365435,-4728.590278,797.463740
124.000,5933.770077,-4725.774937,803.677799
125.000,5935.169837,-4722.955583,809.891136
126.000,5936.564714,-4720.132219,816.103745
127.000,5937.954707,-4717.304846,822.315622
128.000,5939.339815,-4714.473466,828.526761
129.000,5940.720037,-4711.638081,834.737155
130.000,5942.095374,-4708.798693,840.946800
