"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,-3325.075030,6791.279345,1005.422795
1.000,-3328.207967,6790.658246,999.232912
2.000,-3331.338024,6790.031545,993.042132
3.000,-3334.465200,6789.399244,986.850460
4.000,-3337.589493,6788.761341,980.657902
5.000,-3340.710901,6788.117838,974.464463
6.000,-3343.829422,6787.468733,968.270149
7.000,-3346.945054,6786.814028,962.074966
8.000,-3350.057795,6786.153723,955.878919
9.000,-3353.167644,6785.487817,949.682013
10.000,-3356.274597,6784.816311,943.484255
11.000,-3359.378654,6784.139206,937.285649
12.000,-3362.479812,6783.456500,931.086202
13.000,-3365.578069,6782.768195,924.885918
14.000,-3368.673424,6782.074291,918.684804
15.000,-3371.765874,6781.374787,912.482865
16.000,-3374.855418,6780.669684,906.280107
17.000,-3377.942053,6779.958983,900.076534
18.000,-3381.025778,6779.242683,893.872154
19.000,-3384.106590,6778.520785,887.666970
20.000,-3387.184488,6777.793288,881.460990
21.000,-3390.259471,6777.060193,875.254218
22.000,-3393.331535,6776.321501,869.046660
23.000,-3396.400679,6775.577212,862.838322
24.000,-3399.466901,6774.827325,856.629208
25.000,-3402.530200,6774.071841,850.419326
26.000,-3405.590572,6773.310760,844.208680
27.000,-3408.648017,6772.544083,837.997276
28.000,-3411.702533,6771.771809,831.785119
29.000,-3414.754117,6770.993939,825.572215
30.000,-3417.802768,6770.210474,819.358570
31.000,-3420.848483,6769.421413,813.144189
32.000,-3423.891262,6768.626758,806.929078
33.000,-3426.931101,6767.826507,800.713242
34.000,-3429.967999,6767.020661,794.496687
35.000,-3433.001955,6766.209221,788.279419
36.000,-3436.032966,6765.392187,782.061443
37.000,-3439.061030,6764.569560,775.842765
38.000,-3442.086146,6763.741339,769.623390
39.000,-3445.108311,6762.907524,763.403323
40.000,-3448.127524,6762.068117,757.182572
41.000,-3451.143783,6761.223117,750.961140
42.000,-3454.157086,6760.372526,744.739034
43.000,-3457.167432,6759.516342,738.516259
44.000,-3460.174817,6758.654566,732.292821
45.000,-3463.179241,6757.787200,726.068725
46.000,-3466.180702,6756.914242,719.843977
47.000,-3469.179197,6756.035695,713.618583
48.000,-3472.174725,6755.151556,707.392548
49.000,-3475.167285,6754.261828,701.165878
50.000,-3478.156873,6753.366511,694.938578
51.000,-3481.143489,6752.465604,688.710654
52.000,-3484.127130,6751.559109,682.482112
53.000,-3487.107794,6750.647025,676.252957
54.000,-3490.085481,6749.729354,670.023194
55.000,-3493.060187,6748.806094,663.792830
56.000,-3496.031912,6747.877248,657.561870
57.000,-3499.000653,6746.942814,651.330319
58.000,-3501.966408,6746.002794,645.098183
59.000,-3504.929176,6745.057188,638.865468
60.000,-3507.888955,6744.105997,632.632179
61.000,-3510.845743,6743.149220,626.398323
62.000,-3513.799537,6742.186858,620.163903
63.000,-3516.750338,6741.218912,613.928927
64.000,-3519.698141,6740.245382,607.693399
65.000,-3522.642947,6739.266269,601.457326
66.000,-3525.584752,6738.281572,595.220713
67.000,-3528.523556,6737.291293,588.983565
68.000,-3531.459356,6736.295431,582.745888
69.000,-3534.392150,6735.293988,576.507688
70.000,-3537.321937,6734.286963,570.268970
71.000,-3540.248715,6733.274358,564.029740
72.000,-3543.172482,6732.256172,557.790004
73.000,-3546.093236,6731.232406,551.549767
74.000,-3549.010976,6730.203061,545.309034
75.000,-3551.925700,6729.168136,539.067812
76.000,-3554.837406,6728.127633,532.826105
77.000,-3557.746091,6727.081553,526.583920
78.000,-3560.651756,6726.029894,520.341263
79.000,-3563.554397,6724.972659,514.098138
80.000,-3566.454012,6723.909847,507.854551
81.000,-3569.350601,6722.841458,501.610508
82.000,-3572.244161,6721.767495,495.366015
83.000,-3575.134691,6720.687956,489.121077
84.000,-3578.022189,6719.602843,482.875700
85.000,-3580.906652,6718.512156,476.629889
86.000,-3583.788080,6717.415895,470.383650
87.000,-3586.666471,6716.314062,464.136989
88.000,-3589.541822,6715.206656,457.889910
89.000,-3592.414132,6714.093678,451.642421
90.000,-3595.283400,6712.975129,445.394526
91.000,-3598.149623,6711.851009,439.146231
92.000,-3601.012800,6710.721319,432.897542
93.000,-3603.872929,6709.586059,426.648464
94.000,-3606.730009,6708.445231,420.399003
95.000,-3609.584037,6707.298833,414.149165
96.000,-3612.435012,6706.146868,407.898954
97.000,-3615.282932,6704.989336,401.648377
98.000,-3618.127795,6703.826237,395.397440
99.000,-3620.969601,6702.657571,389.146147
100.000,-3623.808346,6701.483340,382.894505
101.000,-3626.644029,6700.303544,376.642519
102.000,-3629.476649,6699.118184,370.390195
103.000,-3632.306204,6697.927260,364.137538
104.000,-3635.132692,6696.730773,357.884555
105.000,-3637.956112,6695.528723,351.631250
106.000,-3640.776461,6694.321112,345.377629
107.000,-3643.593738,6693.107939,339.123698
108.000,-3646.407942,6691.889205,332.869462
109.000,-3649.219070,6690.664911,326.614928
110.000,-3652.027121,6689.435058,320.360100
111.000,-3654.832094,6688.199647,314.104985
112.000,-3657.633986,6686.958677,307.849587
113.000,-3660.432796,6685.712150,301.593913
114.000,-3663.228522,6684.460066,295.337968
115.000,-3666.021163,6683.202426,289.081758
116.000,-3668.810716,6681.939230,282.825289
117.000,-3671.597181,6680.670480,276.568565
118.000,-3674.380555,6679.396176,270.311593
119.000,-3677.160837,6678.116318,264.054379
120.000,-3679.938025,6676.830907,257.796927
121.000,-3682.712118,6675.539945,251.539243
122.000,-3685.483113,6674.243431,245.281334
123.000,-3688.251010,6672.941367,239.023205
124.000,-3691.015806,6671.633753,232.764861
125.000,-3693.777500,6670.320589,226.506308
126.000,-3696.536091,6669.001877,220.247551
127.000,-3699.291576,6667.677617,213.988597
128.000,-3702.043954,6666.347811,207.729450
129.000,-3704.793223,6665.012457,201.470117
130.000,-3707.539382,6663.671559,195.210603
131.000,-3710.282429,6662.325115,188.950914
132.000,-3713.022362,6660.973128,182.691055
133.000,-3715.759180,6659.615597,176.431032
134.000,-3718.492881,6658.252523,170.170851
135.000,-3721.223464,6656.883908,163.910516
136.000,-3723.950926,6655.509752,157.650035
137.000,-3726.675267,6654.130055,151.389412
138.000,-3729.396485,6652.744819,145.128653
139.000,-3732.114577,6651.354044,138.867764
140.000,-3734.829543,6649.957731,132.606750
141.000,-3737.541381,6648.555881,126.345617
142.000,-3740.250088,6647.148495,120.084370
143.000,-3742.955665,6645.735573,113.823016
144.000,-3745.658108,6644.317116,107.561559
145.000,-3748.357417,6642.893125,101.300006
146.000,-3751.053590,6641.463601,95.038362
147.000,-3753.746625,6640.028545,88.776633
148.000,-3756.436520,6638.587957,82.514823
149.000,-3759.123275,6637.141839,76.252940
150.000,-3761.806887,6635.690190,69.990988
151.000,-3764.487354,6634.233013,63.728974
152.000,-3767.164676,6632.770307,57.466902
153.000,-3769.838851,6631.302074,51.204778
154.000,-3772.509877,6629.828315,44.942609
155.000,-3775.177752,6628.349029,38.680399
156.000,-3777.842476,6626.864219,32.418155
157.000,-3780.504045,6625.373886,26.155881
158.000,-3783.162460,6623.878028,19.893584
159.000,-3785.817718,6622.376649,13.631269
160.000,-3788.469818,6620.869749,7.368942
161.000,-3791.118758,6619.357328,1.106608
162.000,-3793.764536,6617.839387,-5.155727
163.000,-3796.407151,6616.315928,-11.418057
164.000,-3799.046602,6614.786951,-17.680377
165.000,-3801.682887,6613.252457,-23.942681
166.000,-3804.316005,6611.712447,-30.204964
167.000,-3806.945953,6610.166922,-36.467219
168.000,-3809.572731,6608.615883,-42.729442
169.000,-3812.196336,6607.059331,-48.991626
170.000,-3814.816768,6605.497267,-55.253767
171.000,-3817.434025,6603.929691,-61.515857
172.000,-3820.048104,6602.356604,-67.777893
173.000,-3822.659006,6600.778008,-74.039868
174.000,-3825.266727,6599.193904,-80.301776
175.000,-3827.871268,6597.604292,-86.563612
176.000,-3830.472625,6596.009173,-92.825370
177.000,-3833.070798,6594.408548,-99.087045
178.000,-3835.665786,6592.802419,-105.348631
179.000,-3838.257585,6591.190786,-111.610122
180.000,-3840.846196,6589.573650,-117.871513
181.000,-3843.431617,6587.951013,-124.132799
182.000,-3846.013846,6586.322874,-130.393972
183.000,-3848.592881,6584.689236,-136.655029
184.000,-3851.168721,6583.050098,-142.915963
185.000,-3853.741365,6581.405463,-149.176769
186.000,-3856.310812,6579.755331,-155.437440
