"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,5602.440880,2264.052847,-4655.662679
1.000,5604.055440,2269.163966,-4651.229043
2.000,5605.665748,2274.272823,-4646.791230
3.000,5607.271803,2279.379413,-4642.349244
4.000,5608.873603,2284.483733,-4637.903089
5.000,5610.471146,2289.585779,-4633.452770
6.000,5612.064431,2294.685547,-4628.998289
7.000,5613.653455,2299.783033,-4624.539651
8.000,5615.238216,2304.878232,-4620.076860
9.000,5616.818714,2309.971142,-4615.609921
10.000,5618.394947,2315.061758,-4611.138836
11.000,5619.966912,2320.150076,-4606.663611
12.000,5621.534608,2325.236093,-4602.184249
13.000,5623.098033,2330.319804,-4597.700753
14.000,5624.657185,2335.401205,-4593.213129
15.000,5626.212063,2340.480293,-4588.721381
16.000,5627.762665,2345.557064,-4584.225511
17.000,5629.308990,2350.631513,-4579.725525
18.000,5630.851034,2355.703637,-4575.221425
19.000,5632.388798,2360.773433,-4570.713218
20.000,5633.922279,2365.840895,-4566.200905
21.000,5635.451475,2370.906021,-4561.684492
22.000,5636.976384,2375.968806,-4557.163983
23.000,5638.497006,2381.029246,-4552.639381
24.000,5640.013338,2386.087338,-4548.110691
25.000,5641.525378,2391.143077,-4543.577916
26.000,5643.033125,2396.196461,-4539.041062
27.000,5644.536578,2401.247484,-4534.500131
28.000,5646.035734,2406.296143,-4529.955128
29.000,5647.530591,2411.342434,-4525.406056
30.000,5649.021149,2416.386354,-4520.852921
31.000,5650.507405,2421.427898,-4516.295727
32.000,5651.989358,2426.467062,-4511.734476
33.000,5653.467006,2431.503843,-4507.169174
34.000,5654.940348,2436.538237,-4502.599824
35.000,5656.409381,2441.570240,-4498.026431
36.000,5657.874104,2446.599848,-4493.448998
37.000,5659.334516,2451.627057,-4488.867530
38.000,5660.790614,2456.651863,-4484.282032
39.000,5662.242397,2461.674263,-4479.692506
40.000,5663.689864,2466.694253,-4475.098957
41.000,5665.133013,2471.711828,-4470.501389
42.000,5666.571842,2476.726986,-4465.899807
43.000,5668.006349,2481.739721,-4461.294215
44.000,5669.436534,2486.750031,-4456.684616
45.000,5670.862393,2491.757911,-4452.071015
46.000,5672.283927,2496.763358,-4447.453415
47.000,5673.701132,2501.766368,-4442.831822
48.000,5675.114007,2506.766936,-4438.206239
49.000,5676.522552,2511.765060,-4433.576671
50.000,5677.926763,2516.760735,-4428.943121
51.000,5679.326640,2521.753958,-4424.305593
52.000,5680.722181,2526.744724,-4419.664093
53.000,5682.113384,2531.733030,-4415.018623
54.000,5683.500248,2536.718872,-4410.369189
55.000,5684.882771,2541.702246,-4405.715794
56.000,5686.260952,2546.683149,-4401.058443
57.000,5687.634788,2551.661576,-4396.397140
58.000,5689.004279,2556.637524,-4391.731888
59.000,5690.369423,2561.610989,-4387.062693
60.000,5691.730217,2566.581967,-4382.389557
61.000,5693.086661,2571.550454,-4377.712487
62.000,5694.438754,2576.516448,-4373.031485
63.000,5695.786492,2581.479943,-4368.346556
64.000,5697.129876,2586.440936,-4363.657704
65.000,5698.468903,2591.399423,-4358.964933
66.000,5699.803571,2596.355400,-4354.268248
67.000,5701.133880,2601.308864,-4349.567653
68.000,5702.459827,2606.259812,-4344.863152
69.000,5703.781411,2611.208238,-4340.154748
70.000,5705.098631,2616.154139,-4335.442448
71.000,5706.411485,2621.097512,-4330.726254
72.000,5707.719971,2626.038353,-4326.006171
73.000,5709.024088,2630.976658,-4321.282203
74.000,5710.323835,2635.912423,-4316.554354
75.000,5711.619209,2640.845645,-4311.822629
76.000,5712.910209,2645.776319,-4307.087032
77.000,5714.196834,2650.704442,-4302.347567
78.000,5715.479083,2655.630010,-4297.604239
79.000,5716.756953,2660.553020,-4292.857051
80.000,5718.030443,2665.473468,-4288.106008
81.000,5719.299552,2670.391349,-4283.351114
82.000,5720.564278,2675.306661,-4278.592374
83.000,5721.824620,2680.219399,-4273.829791
84.000,5723.080576,2685.129560,-4269.063370
85.000,5724.332144,2690.037139,-4264.293116
86.000,5725.579324,2694.942134,-4259.519032
87.000,5726.822114,2699.844541,-4254.741123
88.000,5728.060511,2704.744355,-4249.959393
89.000,5729.294515,2709.641573,-4245.173847
90.000,5730.524125,2714.536192,-4240.384488
91.000,5731.749338,2719.428207,-4235.591322
92.000,5732.970153,2724.317616,-4230.794351
93.000,5734.186569,2729.204413,-4225.993582
94.000,5735.398585,2734.088595,-4221.189017
95.000,5736.606198,2738.970160,-4216.380662
96.000,5737.809408,2743.849102,-4211.568520
97.000,5739.008212,2748.725419,-4206.752596
98.000,5740.202610,2753.599107,-4201.932894
99.000,5741.392600,2758.470161,-4197.109419
100.000,5742.578181,2763.338578,-4192.282175
101.000,5743.759350,2768.204355,-4187.451166
102.000,5744.936107,2773.067488,-4182.616396
103.000,5746.108451,2777.927973,-4177.777871
104.000,5747.276379,2782.785806,-4172.935594
105.000,5748.439891,2787.640984,-4168.089569
106.000,5749.598985,2792.493503,-4163.239801
107.000,5750.753659,2797.343360,-4158.386295
108.000,5751.903912,2802.190550,-4153.529054
109.000,5753.049743,2807.035070,-4148.668083
110.000,5754.191150,2811.876917,-4143.803387
111.000,5755.328132,2816.716086,-4138.934969
112.000,5756.460687,2821.552574,-4134.062835
113.000,5757.588814,2826.386377,-4129.186988
114.000,5758.712512,2831.217493,-4124.307433
115.000,5759.831779,2836.045916,-4119.424174
116.000,5760.946614,2840.871643,-4114.537216
117.000,5762.057016,2845.694672,-4109.646563
118.000,5763.162982,2850.514997,-4104.752220
119.000,5764.264512,2855.332615,-4099.854190
120.000,5765.361605,2860.147524,-4094.952478
121.000,5766.454258,2864.959718,-4090.047089
122.000,5767.542471,2869.769195,-4085.138027
123.000,5768.626242,2874.575951,-4080.225297
124.000,5769.705570,2879.379982,-4075.308902
125.000,5770.780453,2884.181284,-4070.388848
126.000,5771.850890,2888.979855,-4065.465139
127.000,5772.916880,2893.775689,-4060.537778
128.000,5773.978421,2898.568784,-4055.606771
129.000,5775.035513,2903.359137,-4050.672122
130.000,5776.088153,2908.146742,-4045.733836
131.000,5777.136340,2912.931598,-4040.791916
132.000,5778.180073,2917.713699,-4035.846367
133.000,5779.219351,2922.493043,-4030.897195
134.000,5780.254172,2927.269627,-4025.944402
135.000,5781.284536,2932.043445,-4020.987994
136.000,5782.310439,2936.814495,-4016.027975
137.000,5783.331883,2941.582773,-4011.064349
138.000,5784.348864,2946.348276,-4006.097122
139.000,5785.361381,2951.111000,-4001.126297
140.000,5786.369435,2955.870941,-3996.151879
141.000,5787.373022,2960.628095,-3991.173872
142.000,5788.372142,2965.382460,-3986.192281
143.000,5789.366793,2970.134032,-3981.207110
144.000,5790.356975,2974.882806,-3976.218364
145.000,5791.342686,2979.628780,-3971.226048
146.000,5792.323924,2984.371949,-3966.230165
147.000,5793.300688,2989.112311,-3961.230720
148.000,5794.272978,2993.849862,-3956.227718
149.000,5795.240791,2998.584597,-3951.221164
150.000,5796.204126,3003.316514,-3946.211060
151.000,5797.162983,3008.045609,-3941.197414
152.000,5798.117360,3012.771879,-3936.180228
153.000,5799.067255,3017.495319,-3931.159507
154.000,5800.012667,3022.215926,-3926.135255
155.000,5800.953596,3026.933697,-3921.107479
156.000,5801.890040,3031.648629,-3916.076180
157.000,5802.821997,3036.360717,-3911.041365
158.000,5803.749466,3041.069958,-3906.003038
159.000,5804.672447,3045.776348,-3900.961203
160.000,5805.590937,3050.479885,-3895.915865
161.000,5806.504936,3055.180564,-3890.867029
162.000,5807.414443,3059.878382,-3885.814698
163.000,5808.319456,3064.573335,-3880.758878
164.000,5809.219973,3069.265420,-3875.699573
165.000,5810.115994,3073.954633,-3870.636787
166.000,5811.007518,3078.640972,-3865.570525
167.000,5811.894543,3083.324431,-3860.500792
168.000,5812.777068,3088.005008,-3855.427592
169.000,5813.655092,3092.682700,-3850.350930
170.000,5814.528613,3097.357502,-3845.270810
171.000,5815.397631,3102.029411,-3840.187237
172.000,5816.262144,3106.698424,-3835.100216
173.000,5817.122151,3111.364537,-3830.009750
174.000,5817.977651,3116.027747,-3824.915845
175.000,5818.828642,3120.688050,-3819.818505
176.000,5819.675124,3125.345443,-3814.717735
177.000,5820.517096,3129.999922,-3809.613539
178.000,5821.354555,3134.651484,-3804.505922
179.000,5822.187501,3139.300125,-3799.394889
180.000,5823.015933,3143.945841,-3794.280443
181.000,5823.839850,3148.588630,-3789.162590
182.000,5824.659250,3153.228488,-3784.041335
183.000,5825.474132,3157.865411,-3778.916681
184.000,5826.284495,3162.499395,-3773.788633
185.000,5827.090338,3167.130438,-3768.657197
186.000,5827.891660,3171.758536,-3763.522376
187.000,5828.688459,3176.383686,-3758.384176
188.000,5829.480736,3181.005883,-3753.242601
189.000,5830.268487,3185.625125,-3748.097655
190.000,5831.051712,3190.241407,-3742.949343
191.000,5831.830411,3194.854728,-3737.797670
192.000,5832.604581,3199.465082,-3732.642640
193.000,5833.374223,3204.072467,-3727.484258
194.000,5834.139334,3208.676879,-3722.322529
195.000,5834.899913,3213.278315,-3717.157457
196.000,5835.655960,3217.876772,-3711.989047
197.000,5836.407474,3222.472245,-3706.817303
198.000,5837.154452,3227.064732,-3701.642231
199.000,5837.896895,3231.654228,-3696.463835
200.000,5838.634801,3236.240732,-3691.282119
201.000,5839.368168,3240.824238,-3686.097088
202.000,5840.096997,3245.404744,-3680.908747
203.000,5840.821285,3249.982247,-3675.717100
204.000,5841.541032,3254.556742,-3670.522153
205.000,5842.256236,3259.128227,-3665.323909
206.000,5842.966897,3263.696698,-3660.122374
207.000,5843.673013,3268.262152,-3654.917552
208.000,5844.374584,3272.824585,-3649.709448
209.000,5845.071608,3277.383993,-3644.498066
210.000,5845.764084,3281.940374,-3639.283411
211.000,5846.452011,3286.493725,-3634.065488
212.000,5847.135388,3291.044040,-3628.844302
213.000,5847.814214,3295.591318,-3623.619857
214.000,5848.488488,3300.135555,-3618.392158
215.000,5849.158209,3304.676748,-3613.161209
216.000,5849.823376,3309.214892,-3607.927016
217.000,5850.483988,3313.749986,-3602.689583
218.000,5851.140044,3318.282024,-3597.448914
219.000,5851.791542,3322.811005,-3592.205015
220.000,5852.438482,3327.336924,-3586.957890
221.000,5853.080863,3331.859778,-3581.707543
222.000,5853.718683,3336.379564,-3576.453981
223.000,5854.351942,3340.896279,-3571.197206
224.000,5854.980639,3345.409919,-3565.937225
225.000,5855.604772,3349.920480,-3560.674041
226.000,5856.224341,3354.427960,-3555.407660
227.000,5856.839344,3358.932355,-3550.138085
228.000,5857.449781,3363.433662,-3544.865323
229.000,5858.055651,3367.931877,-3539.589377
230.000,5858.656952,3372.426997,-3534.310253
231.000,5859.253684,3376.919018,-3529.027955
232.000,5859.845845,3381.407938,-3523.742487
233.000,5860.433435,3385.893753,-3518.453856
234.000,5861.016453,3390.376460,-3513.162064
235.000,5861.594897,3394.856055,-3507.867118
236.000,5862.168768,3399.332535,-3502.569021
237.000,5862.738062,3403.805897,-3497.267779
238.000,5863.302781,3408.276137,-3491.963397
239.000,5863.862922,3412.743252,-3486.655878
240.000,5864.418486,3417.207239,-3481.345229
241.000,5864.969470,3421.668094,-3476.031453
242.000,5865.515874,3426.125814,-3470.714556
243.000,5866.057697,3430.580396,-3465.394541
244.000,5866.594938,3435.031837,-3460.071415
245.000,5867.127597,3439.480133,-3454.745182
246.000,5867.655671,3443.925281,-3449.415846
247.000,5868.179161,3448.367277,-3444.083412
248.000,5868.698065,3452.806119,-3438.747886
249.000,5869.212382,3457.241802,-3433.409272
250.000,5869.722112,3461.674325,-3428.067574
251.000,5870.227253,3466.103683,-3422.722798
252.000,5870.727805,3470.529873,-3417.374948
253.000,5871.223767,3474.952892,-3412.024029
254.000,5871.715137,3479.372736,-3406.670046
255.000,5872.201915,3483.789403,-3401.313004
256.000,5872.684101,3488.202890,-3395.952907
257.000,5873.161692,3492.613191,-3390.589761
258.000,5873.634688,3497.020306,-3385.223570
259.000,5874.103089,3501.424230,-3379.854339
260.000,5874.566894,3505.824960,-3374.482072
261.000,5875.026100,3510.222492,-3369.106776
262.000,5875.480709,3514.616824,-3363.728453
263.000,5875.930718,3519.007953,-3358.347110
264.000,5876.376127,3523.395874,-3352.962752
265.000,5876.816936,3527.780586,-3347.575382
266.000,5877.253142,3532.162084,-3342.185006
267.000,5877.684746,3536.540365,-3336.791628
268.000,5878.111746,3540.915426,-3331.395254
269.000,5878.534141,3545.287264,-3325.995889
270.000,5878.951932,3549.655876,-3320.593536
271.000,5879.365116,3554.021259,-3315.188202
