"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,5446.653709,-374.401167,-5327.500467
1.000,5450.564302,-369.994152,-5323.807586
2.000,5454.470677,-365.587380,-5320.109923
3.000,5458.372830,-361.180856,-5316.407484
4.000,5462.270758,-356.774582,-5312.700269
5.000,5466.164458,-352.368562,-5308.988284
6.000,5470.053926,-347.962800,-5305.271532
7.000,5473.939159,-343.557298,-5301.550015
8.000,5477.820152,-339.152060,-5297.823737
9.000,5481.696904,-334.747089,-5294.092702
10.000,5485.569409,-330.342388,-5290.356912
11.000,5489.437665,-325.937962,-5286.616371
12.000,5493.301668,-321.533812,-5282.871083
13.000,5497.161414,-317.129943,-5279.121051
14.000,5501.016901,-312.726357,-5275.366278
15.000,5504.868124,-308.323059,-5271.606768
16.000,5508.715081,-303.920051,-5267.842524
17.000,5512.557767,-299.517336,-5264.073549
18.000,5516.396179,-295.114918,-5260.299847
19.000,5520.230314,-290.712801,-5256.521420
20.000,5524.060168,-286.310987,-5252.738274
21.000,5527.885738,-281.909479,-5248.950410
22.000,5531.707020,-277.508282,-5245.157833
23.000,5535.524011,-273.107399,-5241.360545
24.000,5539.336707,-268.706832,-5237.558551
25.000,5543.145106,-264.306585,-5233.751853
26.000,5546.949203,-259.906661,-5229.940455
27.000,5550.748995,-255.507064,-5226.124360
28.000,5554.544479,-251.107797,-5222.303572
29.000,5558.335650,-246.708863,-5218.478095
30.000,5562.122507,-242.310265,-5214.647931
31.000,5565.905045,-237.912007,-5210.813084
32.000,5569.683261,-233.514093,-5206.973558
33.000,5573.457151,-229.116524,-5203.129356
34.000,5577.226713,-224.719305,-5199.280481
35.000,5580.991942,-220.322440,-5195.426937
36.000,5584.752835,-215.925930,-5191.568728
37.000,5588.509389,-211.529780,-5187.705856
38.000,5592.261601,-207.133993,-5183.838326
39.000,5596.009466,-202.738571,-5179.966141
40.000,5599.752982,-198.343520,-5176.089304
41.000,5603.492145,-193.948840,-5172.207818
42.000,5607.226953,-189.554537,-5168.321688
43.000,5610.957400,-185.160613,-5164.430916
44.000,5614.683485,-180.767071,-5160.535507
45.000,5618.405203,-176.373915,-5156.635464
46.000,5622.122552,-171.981149,-5152.730789
47.000,5625.835527,-167.588774,-5148.821488
48.000,5629.544126,-163.196795,-5144.907563
49.000,5633.248346,-158.805215,-5140.989017
50.000,5636.948182,-154.414037,-5137.065855
51.000,5640.643631,-150.023265,-5133.138079
