"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,1544.003507,5817.036362,-4686.855580
1.000,1539.133675,5814.763929,-4691.275100
2.000,1534.262135,5812.487022,-4695.690409
3.000,1529.388891,5810.205642,-4700.101500
4.000,1524.513946,5807.919792,-4704.508371
5.000,1519.637304,5805.629474,-4708.911017
6.000,1514.758968,5803.334691,-4713.309435
7.000,1509.878944,5801.035444,-4717.703620
8.000,1504.997233,5798.731736,-4722.093568
9.000,1500.113840,5796.423570,-4726.479277
10.000,1495.228769,5794.110948,-4730.860740
11.000,1490.342023,5791.793871,-4735.237956
12.000,1485.453606,5789.472343,-4739.610919
13.000,1480.563522,5787.146365,-4743.979626
14.000,1475.671774,5784.815941,-4748.344073
15.000,1470.778367,5782.481071,-4752.704256
16.000,1465.883303,5780.141759,-4757.060171
17.000,1460.986586,5777.798008,-4761.411815
18.000,1456.088221,5775.449818,-4765.759182
19.000,1451.188211,5773.097193,-4770.102270
20.000,1446.286560,5770.740135,-4774.441075
21.000,1441.383271,5768.378646,-4778.775591
22.000,1436.478348,5766.012729,-4783.105817
23.000,1431.571795,5763.642386,-4787.431747
24.000,1426.663616,5761.267619,-4791.753379
25.000,1421.753814,5758.888431,-4796.070707
26.000,1416.842393,5756.504824,-4800.383729
27.000,1411.929357,5754.116800,-4804.692439
28.000,1407.014709,5751.724362,-4808.996835
29.000,1402.098454,5749.327512,-4813.296913
30.000,1397.180595,5746.926253,-4817.592668
31.000,1392.261135,5744.520587,-4821.884097
32.000,1387.340079,5742.110516,-4826.171197
33.000,1382.417431,5739.696043,-4830.453962
34.000,1377.493193,5737.277169,-4834.732389
35.000,1372.567370,5734.853899,-4839.006475
36.000,1367.639966,5732.426233,-4843.276216
37.000,1362.710983,5729.994174,-4847.541607
38.000,1357.780427,5727.557725,-4851.802645
39.000,1352.848301,5725.116888,-4856.059326
40.000,1347.914608,5722.671666,-4860.311647
41.000,1342.979352,5720.222060,-4864.559603
42.000,1338.042538,5717.768074,-4868.803191
43.000,1333.104168,5715.309710,-4873.042406
44.000,1328.164247,5712.846969,-4877.277246
45.000,1323.222778,5710.379855,-4881.507705
46.000,1318.279765,5707.908371,-4885.733781
47.000,1313.335213,5705.432517,-4889.955470
48.000,1308.389123,5702.952298,-4894.172768
49.000,1303.441502,5700.467715,-4898.385670
50.000,1298.492351,5697.978770,-4902.594174
