"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,-21083.129335,-36517.051190,-0.000000
1.000,-21083.129335,-36517.051190,-0.000000
2.000,-21083.129335,-36517.051190,-0.000000
3.000,-21083.129335,-36517.051190,0.000000
4.000,-21083.129335,-36517.051190,0.000000
5.000,-21083.129335,-36517.051190,-0.000000
6.000,-21083.129335,-36517.051190,0.000000
7.000,-21083.129335,-36517.051190,0.000000
8.000,-21083.129335,-36517.051190,0.000000
9.000,-21083.129335,-36517.051189,0.000000
10.000,-21083.129335,-36517.051189,0.000000
11.000,-21083.129335,-36517.051189,0.000000
12.000,-21083.129336,-36517.051189,0.000000
13.000,-21083.129336,-36517.051189,-0.000000
14.000,-21083.129336,-36517.051189,-0.000000
15.000,-21083.129336,-36517.051189,0.000000
16.000,-21083.129336,-36517.051189,-0.000000
17.000,-21083.129336,-36517.051189,0.000000
18.000,-21083.129336,-36517.051189,-0.000000
19.000,-21083.129336,-36517.051189,0.000000
20.000,-21083.129336,-36517.051189,0.000000
21.000,-21083.129336,-36517.051189,-0.000000
22.000,-21083.129336,-36517.051189,0.000000
23.000,-21083.129337,-36517.051189,-0.000000
24.000,-21083.129337,-36517.051189,0.000000
25.000,-21083.129337,-36517.051189,0.000000
26.000,-21083.129337,-36517.051189,0.000000
27.000,-21083.129337,-36517.051189,0.000000
28.000,-21083.129337,-36517.051188,-0.000000
29.000,-21083.129337,-36517.051188,0.000000
30.000,-21083.129337,-36517.051188,0.000000
31.000,-21083.129337,-36517.051188,-0.000000
32.000,-21083.129337,-36517.051188,-0.000000
33.000,-21083.129337,-36517.051188,0.000000
34.000,-21083.129338,-36517.051188,0.000000
35.000,-21083.129338,-36517.051188,-0.000000
36.000,-21083.129338,-36517.051188,-0.000000
37.000,-21083.129338,-36517.051188,0.000000
38.000,-21083.129338,-36517.051188,-0.000000
39.000,-21083.129338,-36517.051188,0.000000
40.000,-21083.129338,-36517.051188,0.000000
41.000,-21083.129338,-36517.051188,-0.000000
42.000,-21083.129338,-36517.051188,-0.000000
43.000,-21083.129338,-36517.051188,-0.000000
44.000,-21083.129338,-36517.051188,-0.000000
45.000,-21083.129338,-36517.051188,-0.000000
46.000,-21083.129339,-36517.051188,0.000000
47.000,-21083.129339,-36517.051188,0.000000
48.000,-21083.129339,-36517.051187,-0.000000
49.000,-21083.129339,-36517.051187,0.000000
50.000,-21083.129339,-36517.051187,-0.000000
51.000,-21083.129339,-36517.051187,0.000000
52.000,-21083.129339,-36517.051187,0.000000
53.000,-21083.129339,-36517.051187,0.000000
54.000,-21083.129339,-36517.051187,-0.000000
55.000,-21083.129339,-36517.051187,-0.000000
56.000,-21083.129339,-36517.051187,0.000000
57.000,-21083.129340,-36517.051187,-0.000000
58.000,-21083.129340,-36517.051187,-0.000000
59.000,-21083.129340,-36517.051187,0.000000
60.000,-21083.129340,-36517.051187,-0.000000
61.000,-21083.129340,-36517.051187,-0.000000
62.000,-21083.129340,-36517.051187,-0.000000
63.000,-21083.129340,-36517.051187,0.000000
64.000,-21083.129340,-36517.051187,0.000000
65.000,-21083.129340,-36517.051187,0.000000
66.000,-21083.129340,-36517.051187,0.000000
67.000,-21083.129340,-36517.051187,-0.000000
68.000,-21083.129341,-36517.051186,-0.000000
69.000,-21083.129341,-36517.051186,-0.000000
70.000,-21083.129341,-36517.051186,-0.000000
71.000,-21083.129341,-36517.051186,0.000000
72.000,-21083.129341,-36517.051186,-0.000000
73.000,-21083.129341,-36517.051186,-0.000000
74.000,-21083.129341,-36517.051186,-0.000000
75.000,-21083.129341,-36517.051186,0.000000
76.000,-21083.129341,-36517.051186,0.000000
77.000,-21083.129341,-36517.051186,0.000000
78.000,-21083.129341,-36517.051186,-0.000000
79.000,-21083.129342,-36517.051186,-0.000000
80.000,-21083.129342,-36517.051186,-0.000000
81.000,-21083.129342,-36517.051186,-0.000000
82.000,-21083.129342,-36517.051186,0.000000
83.000,-21083.129342,-36517.051186,-0.000000
84.000,-21083.129342,-36517.051186,0.000000
85.000,-21083.129342,-36517.051186,-0.000000
86.000,-21083.129342,-36517.051186,0.000000
87.000,-21083.129342,-36517.051185,0.000000
88.000,-21083.129342,-36517.051185,0.000000
89.000,-21083.129342,-36517.051185,0.000000
90.000,-21083.129343,-36517.051185,0.000000
91.000,-21083.129343,-36517.051185,0.000000
92.000,-21083.129343,-36517.051185,0.000000
93.000,-21083.129343,-36517.051185,-0.000000
94.000,-21083.129343,-36517.051185,-0.000000
95.000,-21083.129343,-36517.051185,0.000000
96.000,-21083.129343,-36517.051185,0.000000
97.000,-21083.129343,-36517.051185,-0.000000
98.000,-21083.129343,-36517.051185,-0.000000
99.000,-21083.129343,-36517.051185,0.000000
100.000,-21083.129343,-36517.051185,0.000000
101.000,-21083.129343,-36517.051185,0.000000
102.000,-21083.129344,-36517.051185,-0.000000
103.000,-21083.129344,-36517.051185,-0.000000
104.000,-21083.129344,-36517.051185,-0.000000
105.000,-21083.129344,-36517.051185,-0.000000
106.000,-21083.129344,-36517.051185,-0.000000
107.000,-21083.129344,-36517.051184,-0.000000
108.000,-21083.129344,-36517.051184,0.000000
109.000,-21083.129344,-36517.051184,0.000000
110.000,-21083.129344,-36517.051184,-0.000000
111.000,-21083.129344,-36517.051184,0.000000
112.000,-21083.129344,-36517.051184,-0.000000
113.000,-21083.129345,-36517.051184,-0.000000
114.000,-21083.129345,-36517.051184,0.000000
115.000,-21083.129345,-36517.051184,0.000000
116.000,-21083.129345,-36517.051184,-0.000000
117.000,-21083.129345,-36517.051184,-0.000000
118.000,-21083.129345,-36517.051184,0.000000
119.000,-21083.129345,-36517.051184,-0.000000
120.000,-21083.129345,-36517.051184,-0.000000
121.000,-21083.129345,-36517.051184,-0.000000
122.000,-21083.129345,-36517.051184,-0.000000
123.000,-21083.129345,-36517.051184,0.000000
124.000,-21083.129346,-36517.051184,-0.000000
125.000,-21083.129346,-36517.051184,-0.000000
126.000,-21083.129346,-36517.051183,-0.000000
127.000,-21083.129346,-36517.051183,0.000000
128.000,-21083.129346,-36517.051183,-0.000000
129.000,-21083.129346,-36517.051183,0.000000
130.000,-21083.129346,-36517.051183,0.000000
131.000,-21083.129346,-36517.051183,-0.000000
132.000,-21083.129346,-36517.051183,0.000000
133.000,-21083.129346,-36517.051183,0.000000
134.000,-21083.129346,-36517.051183,0.000000
135.000,-21083.129346,-36517.051183,-0.000000
136.000,-21083.129347,-36517.051183,-0.000000
137.000,-21083.129347,-36517.051183,-0.000000
138.000,-21083.129347,-36517.051183,0.000000
139.000,-21083.129347,-36517.051183,-0.000000
140.000,-21083.129347,-36517.051183,-0.000000
141.000,-21083.129347,-36517.051183,0.000000
142.000,-21083.129347,-36517.051183,0.000000
143.000,-21083.129347,-36517.051183,0.000000
144.000,-21083.129347,-36517.051183,-0.000000
145.000,-21083.129347,-36517.051183,-0.000000
146.000,-21083.129347,-36517.051182,0.000000
147.000,-21083.129348,-36517.051182,-0.000000
148.000,-21083.129348,-36517.051182,-0.000000
149.000,-21083.129348,-36517.051182,0.000000
150.000,-21083.129348,-36517.051182,0.000000
151.000,-21083.129348,-36517.051182,-0.000000
152.000,-21083.129348,-36517.051182,0.000000
153.000,-21083.129348,-36517.051182,-0.000000
154.000,-21083.129348,-36517.051182,0.000000
155.000,-21083.129348,-36517.051182,-0.000000
156.000,-21083.129348,-36517.051182,0.000000
157.000,-21083.129348,-36517.051182,0.000000
158.000,-21083.129349,-36517.051182,-0.000000
159.000,-21083.129349,-36517.051182,-0.000000
160.000,-21083.129349,-36517.051182,-0.000000
161.000,-21083.129349,-36517.051182,-0.000000
162.000,-21083.129349,-36517.051182,0.000000
163.000,-21083.129349,-36517.051182,0.000000
164.000,-21083.129349,-36517.051182,0.000000
165.000,-21083.129349,-36517.051181,0.000000
166.000,-21083.129349,-36517.051181,0.000000
167.000,-21083.129349,-36517.051181,0.000000
168.000,-21083.129349,-36517.051181,0.000000
169.000,-21083.129350,-36517.051181,-0.000000
170.000,-21083.129350,-36517.051181,-0.000000
171.000,-21083.129350,-36517.051181,-0.000000
172.000,-21083.129350,-36517.051181,-0.000000
173.000,-21083.129350,-36517.051181,-0.000000
174.000,-21083.129350,-36517.051181,0.000000
175.000,-21083.129350,-36517.051181,0.000000
176.000,-21083.129350,-36517.051181,-0.000000
177.000,-21083.129350,-36517.051181,0.000000
178.000,-21083.129350,-36517.051181,0.000000
179.000,-21083.129350,-36517.051181,0.000000
180.000,-21083.129350,-36517.051181,0.000000
181.000,-21083.129351,-36517.051181,0.000000
182.000,-21083.129351,-36517.051181,0.000000
183.000,-21083.129351,-36517.051181,0.000000
184.000,-21083.129351,-36517.051181,0.000000
185.000,-21083.129351,-36517.051180,0.000000
186.000,-21083.129351,-36517.051180,-0.000000
187.000,-21083.129351,-36517.051180,-0.000000
188.000,-21083.129351,-36517.051180,-0.000000
189.000,-21083.129351,-36517.051180,-0.000000
190.000,-21083.129351,-36517.051180,-0.000000
191.000,-21083.129351,-36517.051180,0.000000
192.000,-21083.129352,-36517.051180,0.000000
193.000,-21083.129352,-36517.051180,-0.000000
194.000,-21083.129352,-36517.051180,0.000000
195.000,-21083.129352,-36517.051180,-0.000000
196.000,-21083.129352,-36517.051180,-0.000000
197.000,-21083.129352,-36517.051180,0.000000
198.000,-21083.129352,-36517.051180,0.000000
199.000,-21083.129352,-36517.051180,-0.000000
200.000,-21083.129352,-36517.051180,-0.000000
201.000,-21083.129352,-36517.051180,0.000000
202.000,-21083.129352,-36517.051180,-0.000000
203.000,-21083.129353,-36517.051180,-0.000000
204.000,-21083.129353,-36517.051180,-0.000000
205.000,-21083.129353,-36517.051179,0.000000
206.000,-21083.129353,-36517.051179,0.000000
