"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,6397.835294,-5638.867284,0.000000
1.000,6400.141349,-5636.247118,-5.462194
2.000,6402.443706,-5633.623695,-10.924385
3.000,6404.742366,-5630.997016,-16.386568
4.000,6407.037326,-5628.367084,-21.848741
5.000,6409.328586,-5625.733898,-27.310900
6.000,6411.616144,-5623.097459,-32.773041
7.000,6413.900001,-5620.457770,-38.235161
8.000,6416.180154,-5617.814831,-43.697257
9.000,6418.456603,-5615.168643,-49.159325
10.000,6420.729347,-5612.519208,-54.621361
11.000,6422.998384,-5609.866526,-60.083361
12.000,6425.263715,-5607.210598,-65.545324
13.000,6427.525337,-5604.551427,-71.007244
14.000,6429.783251,-5601.889013,-76.469118
15.000,6432.037454,-5599.223357,-81.930943
16.000,6434.287947,-5596.554460,-87.392715
17.000,6436.534727,-5593.882323,-92.854432
18.000,6438.777795,-5591.206949,-98.316088
19.000,6441.017149,-5588.528337,-103.777682
20.000,6443.252788,-5585.846489,-109.239208
21.000,6445.484711,-5583.161406,-114.700664
22.000,6447.712918,-5580.473089,-120.162047
23.000,6449.937407,-5577.781540,-125.623352
24.000,6452.158177,-5575.086760,-131.084576
25.000,6454.375228,-5572.388749,-136.545717
26.000,6456.588558,-5569.687510,-142.006769
27.000,6458.798167,-5566.983042,-147.467730
28.000,6461.004054,-5564.275348,-152.928596
29.000,6463.206218,-5561.564428,-158.389364
30.000,6465.404657,-5558.850284,-163.850030
31.000,6467.599371,-5556.132917,-169.310590
32.000,6469.790359,-5553.412328,-174.771042
33.000,6471.977620,-5550.688519,-180.231381
34.000,6474.161153,-5547.961489,-185.691604
35.000,6476.340957,-5545.231242,-191.151708
36.000,6478.517032,-5542.497777,-196.611689
37.000,6480.689375,-5539.761096,-202.071543
38.000,6482.857988,-5537.021201,-207.531268
39.000,6485.022867,-5534.278091,-212.990859
40.000,6487.184014,-5531.531770,-218.450313
41.000,6489.341426,-5528.782237,-223.909626
42.000,6491.495103,-5526.029495,-229.368796
43.000,6493.645044,-5523.273543,-234.827818
44.000,6495.791247,-5520.514385,-240.286689
45.000,6497.933713,-5517.752019,-245.745405
46.000,6500.072440,-5514.986449,-251.203963
47.000,6502.207427,-5512.217675,-256.662360
48.000,6504.338674,-5509.445698,-262.120592
49.000,6506.466179,-5506.670520,-267.578655
50.000,6508.589942,-5503.892141,-273.036546
51.000,6510.709962,-5501.110563,-278.494261
52.000,6512.826237,-5498.325788,-283.951797
53.000,6514.938768,-5495.537816,-289.409151
54.000,6517.047552,-5492.746649,-294.866319
55.000,6519.152590,-5489.952287,-300.323296
56.000,6521.253880,-5487.154733,-305.780081
57.000,6523.351422,-5484.353987,-311.236669
58.000,6525.445214,-5481.550050,-316.693057
59.000,6527.535256,-5478.742925,-322.149241
60.000,6529.621547,-5475.932611,-327.605218
61.000,6531.704086,-5473.119111,-333.060984
62.000,6533.782872,-5470.302426,-338.516536
63.000,6535.857904,-5467.482556,-343.971871
64.000,6537.929182,-5464.659503,-349.426984
65.000,6539.996704,-5461.833269,-354.881872
66.000,6542.060470,-5459.003854,-360.336532
67.000,6544.120479,-5456.171260,-365.790960
68.000,6546.176730,-5453.335488,-371.245153
69.000,6548.229223,-5450.496539,-376.699108
70.000,6550.277955,-5447.654415,-382.152820
71.000,6552.322927,-5444.809117,-387.606286
72.000,6554.364138,-5441.960645,-393.059503
73.000,6556.401586,-5439.109003,-398.512467
74.000,6558.435272,-5436.254189,-403.965175
75.000,6560.465194,-5433.396207,-409.417622
76.000,6562.491351,-5430.535057,-414.869807
77.000,6564.513742,-5427.670740,-420.321725
78.000,6566.532368,-5424.803258,-425.773372
79.000,6568.547226,-5421.932612,-431.224746
80.000,6570.558316,-5419.058804,-436.675842
81.000,6572.565637,-5416.181834,-442.126658
82.000,6574.569189,-5413.301703,-447.577189
83.000,6576.568970,-5410.418414,-453.027432
84.000,6578.564980,-5407.531967,-458.477384
85.000,6580.557219,-5404.642364,-463.927040
86.000,6582.545684,-5401.749606,-469.376399
87.000,6584.530375,-5398.853694,-474.825456
88.000,6586.511293,-5395.954630,-480.274207
89.000,6588.488435,-5393.052415,-485.722649
90.000,6590.461800,-5390.147049,-491.170779
91.000,6592.431389,-5387.238536,-496.618593
92.000,6594.397201,-5384.326874,-502.066088
93.000,6596.359234,-5381.412068,-507.513259
