"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,-2138.205620,6722.152987,4792.687830
1.000,-2143.253116,6723.312433,4788.805352
2.000,-2148.299075,6724.468332,4784.919793
3.000,-2153.343495,6725.620682,4781.031157
4.000,-2158.386372,6726.769482,4777.139446
5.000,-2163.427705,6727.914732,4773.244663
6.000,-2168.467490,6729.056431,4769.346810
7.000,-2173.505724,6730.194577,4765.445888
8.000,-2178.542406,6731.329169,4761.541902
9.000,-2183.577532,6732.460208,4757.634854
10.000,-2188.611100,6733.587691,4753.724745
11.000,-2193.643106,6734.711618,4749.811579
12.000,-2198.673549,6735.831987,4745.895358
13.000,-2203.702425,6736.948799,4741.976085
14.000,-2208.729733,6738.062051,4738.053762
15.000,-2213.755468,6739.171744,4734.128391
16.000,-2218.779629,6740.277876,4730.199975
17.000,-2223.802213,6741.380445,4726.268518
18.000,-2228.823217,6742.479452,4722.334020
19.000,-2233.842639,6743.574895,4718.396485
20.000,-2238.860475,6744.666774,4714.455915
21.000,-2243.876724,6745.755087,4710.512313
22.000,-2248.891382,6746.839833,4706.565681
23.000,-2253.904447,6747.921012,4702.616023
24.000,-2258.915916,6748.998622,4698.663339
25.000,-2263.925786,6750.072663,4694.707634
26.000,-2268.934055,6751.143134,4690.748909
27.000,-2273.940720,6752.210034,4686.787167
28.000,-2278.945779,6753.273362,4682.822410
29.000,-2283.949228,6754.333117,4678.854642
30.000,-2288.951065,6755.389298,4674.883864
31.000,-2293.951288,6756.441904,4670.910080
32.000,-2298.949894,6757.490934,4666.933292
33.000,-2303.946880,6758.536388,4662.953501
34.000,-2308.942243,6759.578265,4658.970712
35.000,-2313.935981,6760.616562,4654.984926
36.000,-2318.928091,6761.651281,4650.996146
37.000,-2323.918570,6762.682419,4647.004375
38.000,-2328.907417,6763.709977,4643.009615
39.000,-2333.894627,6764.733952,4639.011869
40.000,-2338.880199,6765.754344,4635.011139
41.000,-2343.864130,6766.771153,4631.007428
42.000,-2348.846417,6767.784377,4627.000738
43.000,-2353.827057,6768.794015,4622.991073
