"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,-7382.378856,-3884.090941,1772.975094
1.000,-7379.713333,-3886.741476,1778.255468
2.000,-7377.043493,-3889.389923,1783.534699
3.000,-7374.369336,-3892.036282,1788.812782
4.000,-7371.690863,-3894.680552,1794.089715
5.000,-7369.008077,-3897.322730,1799.365494
6.000,-7366.320979,-3899.962817,1804.640116
7.000,-7363.629570,-3902.600812,1809.913577
8.000,-7360.933851,-3905.236712,1815.185874
9.000,-7358.233824,-3907.870517,1820.457003
10.000,-7355.529490,-3910.502227,1825.726962
11.000,-7352.820851,-3913.131840,1830.995746
12.000,-7350.107909,-3915.759354,1836.263353
13.000,-7347.390663,-3918.384770,1841.529779
14.000,-7344.669117,-3921.008085,1846.795020
15.000,-7341.943271,-3923.629299,1852.059074
16.000,-7339.213127,-3926.248412,1857.321936
17.000,-7336.478687,-3928.865420,1862.583604
18.000,-7333.739951,-3931.480325,1867.844073
19.000,-7330.996921,-3934.093124,1873.103342
20.000,-7328.249598,-3936.703817,1878.361406
21.000,-7325.497985,-3939.312403,1883.618261
22.000,-7322.742082,-3941.918880,1888.873905
23.000,-7319.981892,-3944.523248,1894.128335
24.000,-7317.217414,-3947.125505,1899.381546
25.000,-7314.448651,-3949.725651,1904.633535
26.000,-7311.675605,-3952.323684,1909.884300
27.000,-7308.898276,-3954.919603,1915.133836
28.000,-7306.116667,-3957.513408,1920.382140
29.000,-7303.330778,-3960.105098,1925.629209
30.000,-7300.540611,-3962.694670,1930.875040
31.000,-7297.746168,-3965.282126,1936.119629
32.000,-7294.947450,-3967.867462,1941.362972
33.000,-7292.144459,-3970.450679,1946.605067
34.000,-7289.337196,-3973.031775,1951.845910
35.000,-7286.525662,-3975.610749,1957.085498
36.000,-7283.709859,-3978.187600,1962.323826
37.000,-7280.889788,-3980.762328,1967.560893
38.000,-7278.065452,-3983.334931,1972.796695
39.000,-7275.236851,-3985.905408,1978.031227
40.000,-7272.403987,-3988.473758,1983.264487
41.000,-7269.566861,-3991.039980,1988.496472
42.000,-7266.725475,-3993.604074,1993.727178
43.000,-7263.879831,-3996.166037,1998.956601
44.000,-7261.029930,-3998.725870,2004.184739
45.000,-7258.175773,-4001.283571,2009.411588
46.000,-7255.317362,-4003.839139,2014.637144
47.000,-7252.454698,-4006.392573,2019.861405
48.000,-7249.587784,-4008.943872,2025.084366
49.000,-7246.716620,-4011.493035,2030.306025
50.000,-7243.841208,-4014.040061,2035.526378
51.000,-7240.961549,-4016.584950,2040.745422
52.000,-7238.077645,-4019.127699,2045.963154
53.000,-7235.189498,-4021.668309,2051.179569
54.000,-7232.297110,-4024.206778,2056.394666
55.000,-7229.400480,-4026.743104,2061.608439
56.000,-7226.499612,-4029.277288,2066.820887
57.000,-7223.594507,-4031.809328,2072.032006
58.000,-7220.685166,-4034.339223,2077.241792
59.000,-7217.771590,-4036.866972,2082.450241
60.000,-7214.853782,-4039.392575,2087.657352
61.000,-7211.931743,-4041.916029,2092.863119
62.000,-7209.005474,-4044.437335,2098.067541
63.000,-7206.074978,-4046.956491,2103.270613
64.000,-7203.140254,-4049.473495,2108.472333
65.000,-7200.201306,-4051.988349,2113.672696
66.000,-7197.258134,-4054.501049,2118.871700
67.000,-7194.310741,-4057.011596,2124.069341
68.000,-7191.359127,-4059.519987,2129.265616
69.000,-7188.403295,-4062.026223,2134.460522
70.000,-7185.443246,-4064.530303,2139.654055
71.000,-7182.478981,-4067.032224,2144.846211
72.000,-7179.510502,-4069.531987,2150.036988
73.000,-7176.537810,-4072.029591,2155.226383
74.000,-7173.560908,-4074.525033,2160.414391
