"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,4435.864802,-3138.948538,-6572.611827
1.000,4437.985350,-3133.006425,-6574.015323
2.000,4440.103939,-3127.062626,-6575.414590
3.000,4442.220569,-3121.117142,-6576.809629
4.000,4444.335237,-3115.169979,-6578.200437
5.000,4446.447944,-3109.221138,-6579.587015
6.000,4448.558688,-3103.270625,-6580.969360
7.000,4450.667467,-3097.318441,-6582.347473
8.000,4452.774282,-3091.364592,-6583.721352
9.000,4454.879130,-3085.409080,-6585.090997
10.000,4456.982011,-3079.451908,-6586.456406
11.000,4459.082923,-3073.493081,-6587.817579
12.000,4461.181866,-3067.532602,-6589.174515
13.000,4463.278838,-3061.570474,-6590.527213
14.000,4465.373838,-3055.606701,-6591.875672
15.000,4467.466865,-3049.641286,-6593.219891
16.000,4469.557918,-3043.674233,-6594.559869
17.000,4471.646997,-3037.705546,-6595.895606
18.000,4473.734099,-3031.735227,-6597.227101
19.000,4475.819224,-3025.763281,-6598.554352
20.000,4477.902370,-3019.789711,-6599.877359
21.000,4479.983537,-3013.814520,-6601.196122
22.000,4482.062724,-3007.837712,-6602.510638
23.000,4484.139928,-3001.859291,-6603.820908
24.000,4486.215151,-2995.879260,-6605.126931
25.000,4488.288389,-2989.897623,-6606.428705
26.000,4490.359643,-2983.914382,-6607.726230
27.000,4492.428910,-2977.929542,-6609.019505
28.000,4494.496191,-2971.943107,-6610.308529
29.000,4496.561483,-2965.955079,-6611.593302
30.000,4498.624786,-2959.965462,-6612.873822
31.000,4500.686099,-2953.974260,-6614.150089
32.000,4502.745420,-2947.981476,-6615.422102
33.000,4504.802749,-2941.987114,-6616.689860
34.000,4506.858085,-2935.991177,-6617.953362
35.000,4508.911426,-2929.993669,-6619.212608
36.000,4510.962771,-2923.994593,-6620.467596
37.000,4513.012119,-2917.993953,-6621.718326
38.000,4515.059469,-2911.991753,-6622.964797
39.000,4517.104821,-2905.987996,-6624.207009
40.000,4519.148172,-2899.982685,-6625.444960
41.000,4521.189523,-2893.975824,-6626.678649
42.000,4523.228871,-2887.967417,-6627.908076
43.000,4525.266216,-2881.957467,-6629.133241
44.000,4527.301557,-2875.945978,-6630.354141
45.000,4529.334892,-2869.932953,-6631.570777
46.000,4531.366221,-2863.918395,-6632.783148
47.000,4533.395542,-2857.902309,-6633.991253
48.000,4535.422855,-2851.884698,-6635.195091
49.000,4537.448158,-2845.865565,-6636.394661
50.000,4539.471450,-2839.844914,-6637.589962
51.000,4541.492731,-2833.822748,-6638.780995
52.000,4543.511998,-2827.799072,-6639.967758
53.000,4545.529252,-2821.773888,-6641.150250
54.000,4547.544490,-2815.747200,-6642.328470
55.000,4549.557713,-2809.719012,-6643.502418
56.000,4551.568918,-2803.689327,-6644.672094
57.000,4553.578106,-2797.658148,-6645.837495
58.000,4555.585274,-2791.625480,-6646.998622
59.000,4557.590421,-2785.591326,-6648.155474
60.000,4559.593548,-2779.555689,-6649.308050
61.000,4561.594651,-2773.518573,-6650.456349
62.000,4563.593732,-2767.479982,-6651.600371
63.000,4565.590788,-2761.439919,-6652.740114
64.000,4567.585818,-2755.398387,-6653.875579
65.000,4569.578821,-2749.355391,-6655.006764
66.000,4571.569797,-2743.310933,-6656.133668
67.000,4573.558744,-2737.265018,-6657.256292
68.000,4575.545661,-2731.217648,-6658.374633
69.000,4577.530547,-2725.168828,-6659.488692
70.000,4579.513401,-2719.118560,-6660.598468
71.000,4581.494223,-2713.066850,-6661.703960
72.000,4583.473010,-2707.013699,-6662.805167
73.000,4585.449762,-2700.959112,-6663.902089
74.000,4587.424478,-2694.903092,-6664.994724
75.000,4589.397157,-2688.845643,-6666.083073
76.000,4591.367797,-2682.786769,-6667.167134
77.000,4593.336398,-2676.726472,-6668.246908
78.000,4595.302959,-2670.664756,-6669.322392
79.000,4597.267478,-2664.601626,-6670.393586
80.000,4599.229955,-2658.537085,-6671.460491
81.000,4601.190389,-2652.471135,-6672.523104
82.000,4603.148778,-2646.403781,-6673.581426
83.000,4605.105121,-2640.335027,-6674.635455
84.000,4607.059418,-2634.264875,-6675.685192
85.000,4609.011667,-2628.193330,-6676.730634
86.000,4610.961867,-2622.120395,-6677.771783
87.000,4612.910018,-2616.046074,-6678.808636
88.000,4614.856118,-2609.970369,-6679.841194
89.000,4616.800166,-2603.893286,-6680.869455
90.000,4618.742161,-2597.814827,-6681.893420
91.000,4620.682102,-2591.734995,-6682.913086
92.000,4622.619988,-2585.653795,-6683.928455
