"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,6909.632758,-1252.350135,4839.185363
1.000,6907.824240,-1247.465449,4843.027454
2.000,6906.012032,-1242.579701,4846.866430
3.000,6904.196137,-1237.692895,4850.702288
4.000,6902.376556,-1232.805033,4854.535026
5.000,6900.553289,-1227.916118,4858.364643
6.000,6898.726339,-1223.026151,4862.191134
7.000,6896.895706,-1218.135136,4866.014498
8.000,6895.061392,-1213.243075,4869.834733
9.000,6893.223399,-1208.349972,4873.651835
10.000,6891.381727,-1203.455827,4877.465803
11.000,6889.536378,-1198.560645,4881.276634
12.000,6887.687352,-1193.664427,4885.084325
13.000,6885.834653,-1188.767176,4888.888874
14.000,6883.978280,-1183.868895,4892.690279
15.000,6882.118236,-1178.969586,4896.488537
16.000,6880.254521,-1174.069252,4900.283646
17.000,6878.387137,-1169.167895,4904.075603
18.000,6876.516085,-1164.265519,4907.864405
19.000,6874.641367,-1159.362125,4911.650051
20.000,6872.762984,-1154.457717,4915.432538
21.000,6870.880937,-1149.552296,4919.211864
22.000,6868.995227,-1144.645866,4922.988026
23.000,6867.105857,-1139.738429,4926.761021
24.000,6865.212826,-1134.829987,4930.530848
25.000,6863.316138,-1129.920544,4934.297503
26.000,6861.415792,-1125.010101,4938.060985
27.000,6859.511791,-1120.098662,4941.821291
28.000,6857.604135,-1115.186229,4945.578418
29.000,6855.692827,-1110.272804,4949.332364
30.000,6853.777867,-1105.358390,4953.083128
31.000,6851.859257,-1100.442991,4956.830705
32.000,6849.936998,-1095.526607,4960.575094
33.000,6848.011092,-1090.609243,4964.316293
34.000,6846.081539,-1085.690900,4968.054299
35.000,6844.148342,-1080.771582,4971.789110
36.000,6842.211502,-1075.851290,4975.520723
37.000,6840.271019,-1070.930028,4979.249135
38.000,6838.326896,-1066.007797,4982.974346
39.000,6836.379134,-1061.084601,4986.696351
40.000,6834.427734,-1056.160443,4990.415149
41.000,6832.472698,-1051.235324,4994.130737
42.000,6830.514026,-1046.309248,4997.843113
43.000,6828.551721,-1041.382216,5001.552275
44.000,6826.585784,-1036.454233,5005.258220
45.000,6824.616216,-1031.525299,5008.960945
46.000,6822.643019,-1026.595419,5012.660449
47.000,6820.666193,-1021.664594,5016.356729
48.000,6818.685741,-1016.732827,5020.049783
49.000,6816.701663,-1011.800120,5023.739607
50.000,6814.713962,-1006.866477,5027.426201
51.000,6812.722638,-1001.931900,5031.109561
52.000,6810.727693,-996.996392,5034.789685
53.000,6808.729129,-992.059954,5038.466571
54.000,6806.726946,-987.122591,5042.140217
55.000,6804.721147,-982.184304,5045.810619
56.000,6802.711732,-977.245095,5049.477776
57.000,6800.698703,-972.304969,5053.141685
58.000,6798.682061,-967.363927,5056.802345
59.000,6796.661809,-962.421971,5060.459751
60.000,6794.637947,-957.479105,5064.113904
61.000,6792.610476,-952.535331,5067.764799
62.000,6790.579399,-947.590652,5071.412434
63.000,6788.544716,-942.645071,5075.056808
64.000,6786.506429,-937.698589,5078.697918
65.000,6784.464539,-932.751210,5082.335761
66.000,6782.419049,-927.802936,5085.970335
