"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,-7829.437803,77.613702,3379.792966
1.000,-7831.517923,73.715540,3375.057590
2.000,-7833.593619,69.817636,3370.320044
3.000,-7835.664892,65.919991,3365.580329
4.000,-7837.731738,62.022608,3360.838450
5.000,-7839.794158,58.125488,3356.094409
6.000,-7841.852149,54.228634,3351.348210
7.000,-7843.905710,50.332046,3346.599855
8.000,-7845.954840,46.435728,3341.849347
9.000,-7847.999538,42.539680,3337.096690
10.000,-7850.039802,38.643905,3332.341887
11.000,-7852.075630,34.748404,3327.584941
12.000,-7854.107022,30.853179,3322.825854
13.000,-7856.133976,26.958232,3318.064630
14.000,-7858.156491,23.063566,3313.301272
15.000,-7860.174566,19.169181,3308.535783
16.000,-7862.188199,15.275079,3303.768166
17.000,-7864.197388,11.381263,3298.998424
18.000,-7866.202133,7.487734,3294.226560
19.000,-7868.202432,3.594494,3289.452577
20.000,-7870.198284,-0.298455,3284.676479
21.000,-7872.189688,-4.191111,3279.898268
22.000,-7874.176641,-8.083473,3275.117947
23.000,-7876.159144,-11.975539,3270.335520
24.000,-7878.137194,-15.867306,3265.550990
25.000,-7880.110791,-19.758773,3260.764359
26.000,-7882.079933,-23.649939,3255.975631
27.000,-7884.044618,-27.540800,3251.184808
28.000,-7886.004846,-31.431357,3246.391895
29.000,-7887.960614,-35.321606,3241.596893
30.000,-7889.911923,-39.211545,3236.799807
31.000,-7891.858770,-43.101174,3232.000639
32.000,-7893.801155,-46.990490,3227.199392
33.000,-7895.739075,-50.879491,3222.396069
34.000,-7897.672530,-54.768176,3217.590674
35.000,-7899.601518,-58.656543,3212.783209
36.000,-7901.526039,-62.544589,3207.973678
37.000,-7903.446090,-66.432314,3203.162084
38.000,-7905.361671,-70.319715,3198.348429
39.000,-7907.272781,-74.206790,3193.532717
40.000,-7909.179417,-78.093538,3188.714951
41.000,-7911.081579,-81.979957,3183.895135
42.000,-7912.979266,-85.866044,3179.073270
43.000,-7914.872475,-89.751799,3174.249361
44.000,-7916.761207,-93.637219,3169.423410
45.000,-7918.645460,-97.522302,3164.595420
46.000,-7920.525232,-101.407047,3159.765396
47.000,-7922.400522,-105.291452,3154.933339
48.000,-7924.271329,-109.175516,3150.099252
49.000,-7926.137652,-113.059235,3145.263140
50.000,-7927.999490,-116.942608,3140.425004
51.000,-7929.856840,-120.825635,3135.584849
52.000,-7931.709703,-124.708312,3130.742677
53.000,-7933.558077,-128.590638,3125.898491
54.000,-7935.401960,-132.472611,3121.052295
55.000,-7937.241352,-136.354229,3116.204092
56.000,-7939.076250,-140.235491,3111.353884
57.000,-7940.906655,-144.116394,3106.501675
58.000,-7942.732564,-147.996938,3101.647468
59.000,-7944.553977,-151.877119,3096.791266
60.000,-7946.370892,-155.756936,3091.933072
61.000,-7948.183307,-159.636389,3087.072890
62.000,-7949.991223,-163.515473,3082.210722
63.000,-7951.794638,-167.394188,3077.346571
64.000,-7953.593549,-171.272533,3072.480441
65.000,-7955.387957,-175.150504,3067.612335
66.000,-7957.177860,-179.028101,3062.742257
67.000,-7958.963257,-182.905322,3057.870208
68.000,-7960.744146,-186.782164,3052.996192
69.000,-7962.520527,-190.658626,3048.120213
70.000,-7964.292398,-194.534706,3043.242273
71.000,-7966.059758,-198.410402,3038.362376
72.000,-7967.822606,-202.285713,3033.480525
73.000,-7969.580941,-206.160636,3028.596722
74.000,-7971.334761,-210.035171,3023.710972
75.000,-7973.084066,-213.909314,3018.823277
76.000,-7974.828853,-217.783065,3013.933640
77.000,-7976.569123,-221.656421,3009.042065
