"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,2603.566579,5576.981865,5903.205488
1.000,2597.695769,5576.851763,5905.914137
2.000,2591.823283,5576.718965,5908.618987
3.000,2585.949125,5576.583473,5911.320037
4.000,2580.073297,5576.445286,5914.017285
5.000,2574.195803,5576.304404,5916.710729
6.000,2568.316646,5576.160828,5919.400368
7.000,2562.435830,5576.014559,5922.086199
8.000,2556.553358,5575.865596,5924.768221
9.000,2550.669233,5575.713940,5927.446433
10.000,2544.783459,5575.559591,5930.120832
11.000,2538.896039,5575.402550,5932.791417
12.000,2533.006976,5575.242817,5935.458186
13.000,2527.116275,5575.080392,5938.121138
14.000,2521.223937,5574.915275,5940.780270
15.000,2515.329967,5574.747468,5943.435582
16.000,2509.434368,5574.576970,5946.087070
17.000,2503.537144,5574.403782,5948.734734
18.000,2497.638297,5574.227903,5951.378572
19.000,2491.737830,5574.049335,5954.018583
20.000,2485.835749,5573.868078,5956.654763
21.000,2479.932055,5573.684132,5959.287113
22.000,2474.026752,5573.497497,5961.915629
23.000,2468.119843,5573.308174,5964.540311
24.000,2462.211333,5573.116163,5967.161157
25.000,2456.301224,5572.921465,5969.778165
26.000,2450.389519,5572.724079,5972.391333
27.000,2444.476222,5572.524007,5975.000660
28.000,2438.561337,5572.321248,5977.606143
29.000,2432.644866,5572.115803,5980.207783
30.000,2426.726814,5571.907673,5982.805575
31.000,2420.807183,5571.696857,5985.399520
32.000,2414.885977,5571.483356,5987.989615
33.000,2408.963199,5571.267170,5990.575858
34.000,2403.038852,5571.048300,5993.158249
35.000,2397.112941,5570.826747,5995.736785
36.000,2391.185469,5570.602510,5998.311464
37.000,2385.256438,5570.375589,6000.882286
38.000,2379.325852,5570.145986,6003.449248
39.000,2373.393715,5569.913701,6006.012348
40.000,2367.460029,5569.678734,6008.571586
41.000,2361.524800,5569.441085,6011.126959
42.000,2355.588028,5569.200754,6013.678466
43.000,2349.649720,5568.957743,6016.226105
44.000,2343.709876,5568.712052,6018.769874
45.000,2337.768502,5568.463680,6021.309772
46.000,2331.825600,5568.212628,6023.845797
47.000,2325.881173,5567.958897,6026.377948
48.000,2319.935226,5567.702488,6028.906223
49.000,2313.987761,5567.443399,6031.430620
50.000,2308.038782,5567.181633,6033.951138
51.000,2302.088293,5566.917188,6036.467775
52.000,2296.136296,5566.650067,6038.980530
53.000,2290.182795,5566.380268,6041.489400
54.000,2284.227794,5566.107792,6043.994384
55.000,2278.271296,5565.832641,6046.495481
56.000,2272.313304,5565.554813,6048.992690
57.000,2266.353822,5565.274310,6051.486007
58.000,2260.392853,5564.991132,6053.975432
59.000,2254.430401,5564.705280,6056.460964
60.000,2248.466469,5564.416753,6058.942600
61.000,2242.501060,5564.125552,6061.420339
62.000,2236.534178,5563.831678,6063.894179
63.000,2230.565826,5563.535131,6066.364120
64.000,2224.596008,5563.235911,6068.830158
65.000,2218.624727,5562.934019,6071.292293
66.000,2212.651986,5562.629455,6073.750523
67.000,2206.677789,5562.322220,6076.204847
68.000,2200.702140,5562.012314,6078.655263
69.000,2194.725041,5561.699737,6081.101769
70.000,2188.746496,5561.384490,6083.544363
71.000,2182.766509,5561.066573,6085.983045
72.000,2176.785083,5560.745987,6088.417812
73.000,2170.802221,5560.422732,6090.848664
74.000,2164.817928,5560.096809,6093.275598
75.000,2158.832205,5559.768217,6095.698613
76.000,2152.845057,5559.436957,6098.117707
77.000,2146.856487,5559.103031,6100.532879
78.000,2140.866499,5558.766437,6102.944127
79.000,2134.875096,5558.427177,6105.351450
80.000,2128.882281,5558.085252,6107.754846
81.000,2122.888058,5557.740660,6110.154314
82.000,2116.892430,5557.393403,6112.549852
83.000,2110.895401,5557.043482,6114.941458
84.000,2104.896974,5556.690897,6117.329131
85.000,2098.897153,5556.335647,6119.712870
86.000,2092.895941,5555.977734,6122.092672
87.000,2086.893341,5555.617158,6124.468537
88.000,2080.889357,5555.253920,6126.840463
89.000,2074.883992,5554.888019,6129.208448
90.000,2068.877250,5554.519457,6131.572491
91.000,2062.869135,5554.148233,6133.932591
92.000,2056.859648,5553.774349,6136.288745
93.000,2050.848796,5553.397804,6138.640952
94.000,2044.836579,5553.018600,6140.989211
95.000,2038.823003,5552.636735,6143.333520
96.000,2032.808069,5552.252212,6145.673878
97.000,2026.791783,5551.865030,6148.010283
98.000,2020.774147,5551.475190,6150.342734
99.000,2014.755165,5551.082693,6152.671229
100.000,2008.734840,5550.687538,6154.995767
101.000,2002.713176,5550.289726,6157.316346
102.000,1996.690176,5549.889258,6159.632965
103.000,1990.665843,5549.486133,6161.945622
104.000,1984.640181,5549.080354,6164.254316
105.000,1978.613194,5548.671919,6166.559045
106.000,1972.584885,5548.260830,6168.859807
107.000,1966.555257,5547.847087,6171.156602
108.000,1960.524314,5547.430690,6173.449428
109.000,1954.492059,5547.011640,6175.738284
110.000,1948.458496,5546.589937,6178.023167
111.000,1942.423629,5546.165582,6180.304076
112.000,1936.387460,5545.738575,6182.581011
113.000,1930.349993,5545.308917,6184.853969
114.000,1924.311231,5544.876608,6187.122949
115.000,1918.271179,5544.441648,6189.387949
116.000,1912.229839,5544.004039,6191.648969
117.000,1906.187215,5543.563780,6193.906006
118.000,1900.143311,5543.120872,6196.159059
119.000,1894.098129,5542.675315,6198.408128
120.000,1888.051674,5542.227111,6200.653209
121.000,1882.003949,5541.776259,6202.894302
122.000,1875.954957,5541.322759,6205.131406
123.000,1869.904702,5540.866613,6207.364519
124.000,1863.853187,5540.407821,6209.593639
125.000,1857.800415,5539.946383,6211.818766
126.000,1851.746391,5539.482300,6214.039897
127.000,1845.691118,5539.015573,6216.257031
128.000,1839.634599,5538.546201,6218.470167
129.000,1833.576837,5538.074185,6220.679303
130.000,1827.517837,5537.599526,6222.884439
131.000,1821.457601,5537.122224,6225.085572
132.000,1815.396133,5536.642280,6227.282701
133.000,1809.333437,5536.159694,6229.475825
134.000,1803.269515,5535.674466,6231.664942
135.000,1797.204372,5535.186598,6233.850051
136.000,1791.138012,5534.696089,6236.031151
137.000,1785.070436,5534.202941,6238.208239
138.000,1779.001650,5533.707153,6240.381316
139.000,1772.931656,5533.208726,6242.550378
140.000,1766.860457,5532.707661,6244.715426
141.000,1760.788059,5532.203958,6246.876457
142.000,1754.714463,5531.697617,6249.033470
143.000,1748.639673,5531.188640,6251.186464
144.000,1742.563694,5530.677026,6253.335438
145.000,1736.486527,5530.162777,6255.480389
146.000,1730.408178,5529.645892,6257.621317
147.000,1724.328648,5529.126372,6259.758220
148.000,1718.247943,5528.604217,6261.891097
149.000,1712.166065,5528.079429,6264.019946
150.000,1706.083017,5527.552007,6266.144767
151.000,1699.998804,5527.021953,6268.265557
152.000,1693.913429,5526.489266,6270.382315
153.000,1687.826895,5525.953947,6272.495041
154.000,1681.739206,5525.415997,6274.603732
155.000,1675.650365,5524.875416,6276.708388
156.000,1669.560376,5524.332205,6278.809006
157.000,1663.469242,5523.786364,6280.905586
158.000,1657.376967,5523.237893,6282.998126
159.000,1651.283554,5522.686794,6285.086625
160.000,1645.189006,5522.133067,6287.171082
161.000,1639.093329,5521.576712,6289.251495
162.000,1632.996523,5521.017729,6291.327863
163.000,1626.898594,5520.456120,6293.400184
164.000,1620.799545,5519.891885,6295.468458
165.000,1614.699380,5519.325024,6297.532682
166.000,1608.598100,5518.755538,6299.592856
167.000,1602.495712,5518.183428,6301.648978
168.000,1596.392217,5517.608693,6303.701047
169.000,1590.287619,5517.031335,6305.749062
170.000,1584.181922,5516.451354,6307.793020
171.000,1578.075130,5515.868750,6309.832922
172.000,1571.967245,5515.283525,6311.868766
173.000,1565.858272,5514.695678,6313.900549
174.000,1559.748213,5514.105210,6315.928272
175.000,1553.637073,5513.512122,6317.951933
176.000,1547.524855,5512.916414,6319.971529
177.000,1541.411562,5512.318086,6321.987061
178.000,1535.297198,5511.717140,6323.998527
179.000,1529.181766,5511.113576,6326.005925
180.000,1523.065271,5510.507394,6328.009255
181.000,1516.947715,5509.898595,6330.008514
182.000,1510.829101,5509.287180,6332.003703
183.000,1504.709435,5508.673148,6333.994818
184.000,1498.588718,5508.056501,6335.981860
185.000,1492.466955,5507.437239,6337.964826
186.000,1486.344149,5506.815363,6339.943716
187.000,1480.220303,5506.190873,6341.918528
188.000,1474.095422,5505.563769,6343.889261
189.000,1467.969508,5504.934053,6345.855914
190.000,1461.842566,5504.301725,6347.818486
191.000,1455.714598,5503.666785,6349.776974
192.000,1449.585608,5503.029234,6351.731379
