"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,-1053.195195,7736.126145,-3431.071676
1.000,-1056.792371,7733.538001,-3435.796932
2.000,-1060.389253,7730.945453,-3440.519979
3.000,-1063.985839,7728.348502,-3445.240812
4.000,-1067.582128,7725.747150,-3449.959430
5.000,-1071.178119,7723.141398,-3454.675828
6.000,-1074.773808,7720.531248,-3459.390005
7.000,-1078.369196,7717.916701,-3464.101957
8.000,-1081.964280,7715.297759,-3468.811681
9.000,-1085.559058,7712.674424,-3473.519173
10.000,-1089.153529,7710.046698,-3478.224432
11.000,-1092.747691,7707.414581,-3482.927454
12.000,-1096.341543,7704.778076,-3487.628235
13.000,-1099.935083,7702.137185,-3492.326774
14.000,-1103.528309,7699.491908,-3497.023066
15.000,-1107.121219,7696.842248,-3501.717109
16.000,-1110.713813,7694.188206,-3506.408900
17.000,-1114.306088,7691.529784,-3511.098435
18.000,-1117.898042,7688.866983,-3515.785713
19.000,-1121.489675,7686.199805,-3520.470729
20.000,-1125.080984,7683.528252,-3525.153481
21.000,-1128.671967,7680.852326,-3529.833966
22.000,-1132.262624,7678.172028,-3534.512180
23.000,-1135.852952,7675.487359,-3539.188121
24.000,-1139.442950,7672.798322,-3543.861786
25.000,-1143.032616,7670.104918,-3548.533172
26.000,-1146.621949,7667.407149,-3553.202275
27.000,-1150.210946,7664.705016,-3557.869093
28.000,-1153.799607,7661.998522,-3562.533623
29.000,-1157.387929,7659.287667,-3567.195861
30.000,-1160.975911,7656.572453,-3571.855805
31.000,-1164.563551,7653.852883,-3576.513452
32.000,-1168.150848,7651.128958,-3581.168798
33.000,-1171.737800,7648.400679,-3585.821841
34.000,-1175.324405,7645.668048,-3590.472578
35.000,-1178.910661,7642.931067,-3595.121006
36.000,-1182.496568,7640.189738,-3599.767121
37.000,-1186.082123,7637.444062,-3604.410921
38.000,-1189.667325,7634.694041,-3609.052403
39.000,-1193.252172,7631.939677,-3613.691564
40.000,-1196.836662,7629.180971,-3618.328400
41.000,-1200.420794,7626.417925,-3622.962909
42.000,-1204.004566,7623.650541,-3627.595088
43.000,-1207.587976,7620.878821,-3632.224934
