"Time (EpSec)","x (km)","y (km)","z (km)"
0.000,-3393.555045,-3850.313395,6810.873043
1.000,-3388.705788,-3854.585840,6810.870852
2.000,-3383.854997,-3858.856539,6810.864282
3.000,-3379.002674,-3863.125488,6810.853330
4.000,-3374.148823,-3867.392685,6810.837998
5.000,-3369.293445,-3871.658127,6810.818286
6.000,-3364.436544,-3875.921813,6810.794192
7.000,-3359.578122,-3880.183740,6810.765719
8.000,-3354.718184,-3884.443904,6810.732865
9.000,-3349.856730,-3888.702305,6810.695630
10.000,-3344.993764,-3892.958938,6810.654015
11.000,-3340.129290,-3897.213803,6810.608019
12.000,-3335.263309,-3901.466895,6810.557643
13.000,-3330.395825,-3905.718213,6810.502887
14.000,-3325.526841,-3909.967755,6810.443750
15.000,-3320.656359,-3914.215517,6810.380233
16.000,-3315.784382,-3918.461498,6810.312336
17.000,-3310.910913,-3922.705694,6810.240059
18.000,-3306.035955,-3926.948103,6810.163401
19.000,-3301.159511,-3931.188723,6810.082363
20.000,-3296.281583,-3935.427552,6809.996946
21.000,-3291.402175,-3939.664586,6809.907148
22.000,-3286.521289,-3943.899824,6809.812970
23.000,-3281.638928,-3948.133262,6809.714412
24.000,-3276.755096,-3952.364899,6809.611475
25.000,-3271.869794,-3956.594732,6809.504157
26.000,-3266.983025,-3960.822758,6809.392461
27.000,-3262.094794,-3965.048975,6809.276384
28.000,-3257.205101,-3969.273381,6809.155928
29.000,-3252.313951,-3973.495972,6809.031092
30.000,-3247.421346,-3977.716747,6808.901877
31.000,-3242.527289,-3981.935703,6808.768283
32.000,-3237.631783,-3986.152837,6808.630309
33.000,-3232.734831,-3990.368147,6808.487956
34.000,-3227.836435,-3994.581631,6808.341225
35.000,-3222.936598,-3998.793286,6808.190114
36.000,-3218.035324,-4003.003110,6808.034624
37.000,-3213.132614,-4007.211100,6807.874756
38.000,-3208.228473,-4011.417253,6807.710509
39.000,-3203.322902,-4015.621568,6807.541884
40.000,-3198.415906,-4019.824041,6807.368880
41.000,-3193.507485,-4024.024671,6807.191497
42.000,-3188.597644,-4028.223454,6807.009737
43.000,-3183.686385,-4032.420389,6806.823598
44.000,-3178.773712,-4036.615472,6806.633082
45.000,-3173.859626,-4040.808702,6806.438187
46.000,-3168.944131,-4045.000076,6806.238915
47.000,-3164.027230,-4049.189591,6806.035266
48.000,-3159.108926,-4053.377245,6805.827238
49.000,-3154.189220,-4057.563035,6805.614834
50.000,-3149.268117,-4061.746960,6805.398052
51.000,-3144.345620,-4065.929016,6805.176893
52.000,-3139.421730,-4070.109202,6804.951358
53.000,-3134.496451,-4074.287514,6804.721445
54.000,-3129.569786,-4078.463950,6804.487156
55.000,-3124.641737,-4082.638508,6804.248490
56.000,-3119.712308,-4086.811185,6804.005449
57.000,-3114.781502,-4090.981979,6803.758031
58.000,-3109.849320,-4095.150887,6803.506237
59.000,-3104.915767,-4099.317907,6803.250067
60.000,-3099.980844,-4103.483037,6802.989521
61.000,-3095.044556,-4107.646273,6802.724600
62.000,-3090.106904,-4111.807614,6802.455304
63.000,-3085.167891,-4115.967058,6802.181632
